id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1587169271460859904,1587169271460859904,2022-10-31 21:46:57 Egypt Standard Time,2022-10-31,21:46:57,+0200,1010478831629733890,1900_walid,WALــــــــــID,,"كاريزما #سياسية_عربية لا تهاب من لومة ""لائم"" ولا من عداء ""ناقِم"" الدبلوماسية الجزائرية هي الفخر لكل #عربي وليس الجزائريين فقط .",ar,[],[],[],0,0,1,"['سياسية_عربية', 'عربي']",[],https://twitter.com/1900_walid/status/1587169271460859904,False,,0,,,,,,,,[],,,,
1587133174991228928,1587133174991228928,2022-10-31 19:23:31 Egypt Standard Time,2022-10-31,19:23:31,+0200,1480857410352914434,dictarabic,DictArabic,,"الكتابة الخاطئة : ""لي ان"". الكتابة الصحيحة : ""لِأَنّ"" أو ""لان"" بدون التشكيل. السبب :  أصلها الأداة (أَنَّ) وجذعها (أن) وتحليلها (ل + أن) لذلك لا يصح كتابتها ""لي ان"". #عربي #ض #العربية",ar,[],[],[],0,0,0,"['عربي', 'ض', 'العربية']",[],https://twitter.com/DictArabic/status/1587133174991228928,False,,0,,,,,,,,[],,,,
1587119584133656577,1587119584133656577,2022-10-31 18:29:30 Egypt Standard Time,2022-10-31,18:29:30,+0200,1459561669659615234,joh_gorgia,Mr Joh,,#رسم #رسمتي🎨 #رسمتي #رسمي #رسمة #فنون #فن #عربي #art #nft #nftart #nfts  https://t.co/VIn4Xqc4eB,und,[],['https://www.instagram.com/p/CkYoR04qljA/?igshid=YTgzYjQ4ZTY='],[],1,0,3,"['رسم', 'رسمتي', 'رسمتي', 'رسمي', 'رسمة', 'فنون', 'فن', 'عربي', 'art', 'nft', 'nftart', 'nfts']",[],https://twitter.com/joh_Gorgia/status/1587119584133656577,False,,0,,,,,,,,[],,,,
1587119039083646976,1587119039083646976,2022-10-31 18:27:20 Egypt Standard Time,2022-10-31,18:27:20,+0200,1459561669659615234,joh_gorgia,Mr Joh,,#رسم #فن #رسمي #رسمتي🎨 #رسمة #فنون #عربي #art #nft  #nftart  https://t.co/4tN6bOhPJ3,und,[],['https://www.instagram.com/p/CkYoCMHK9g1/?igshid=YTgzYjQ4ZTY='],[],0,0,4,"['رسم', 'فن', 'رسمي', 'رسمتي', 'رسمة', 'فنون', 'عربي', 'art', 'nft', 'nftart']",[],https://twitter.com/joh_Gorgia/status/1587119039083646976,False,,0,,,,,,,,[],,,,
1587101271252680705,1587101271252680705,2022-10-31 17:16:44 Egypt Standard Time,2022-10-31,17:16:44,+0200,307325114,messegaire,Mohamed Essegaire ,,أنا #عربي وأدعم سحب المونديال من #قطر   #أنا_عربي_وأدعم_قطر,ar,[],[],[],0,0,1,"['عربي', 'قطر', 'أنا_عربي_وأدعم_قطر']",[],https://twitter.com/messegaire/status/1587101271252680705,False,,0,,,,,,,,[],,,,
1587100983389298695,1586768644750589954,2022-10-31 17:15:36 Egypt Standard Time,2022-10-31,17:15:36,+0200,307325114,messegaire,Mohamed Essegaire ,,@AJArabic أنا #عربي ولا أدعم #قطر,ar,[],[],[],0,0,0,"['عربي', 'قطر']",[],https://twitter.com/messegaire/status/1587100983389298695,False,,0,,,,,,,,"[{'screen_name': 'AJArabic', 'name': 'قناة الجزيرة', 'id': '5536782'}]",,,,
1587084572990267398,1587084572990267398,2022-10-31 16:10:23 Egypt Standard Time,2022-10-31,16:10:23,+0200,1480857410352914434,dictarabic,DictArabic,,"الكتابة الخاطئة : ""شكرن"". الكتابة الصحيحة : ""شكرًا"" أو ""شكرا"" بدون التشكيل. السبب : النون الزائدة في نهاية الكلمة لفظاً تسمى تنوين. #لغة_الضاد #اكتب_صح #عربي",ar,[],[],[],0,0,0,"['لغة_الضاد', 'اكتب_صح', 'عربي']",[],https://twitter.com/DictArabic/status/1587084572990267398,False,,0,,,,,,,,[],,,,
1587066600859078656,1587066600859078656,2022-10-31 14:58:58 Egypt Standard Time,2022-10-31,14:58:58,+0200,1386028702794911747,translator2211,مترجمة,,#ترجمة #حل_واجب #مساعدة #طلبات_ترجمة #طلبات #مترجم #مشروع #كتاب #انقلش #عربي ✨,und,[],[],[],0,0,0,"['ترجمة', 'حل_واجب', 'مساعدة', 'طلبات_ترجمة', 'طلبات', 'مترجم', 'مشروع', 'كتاب', 'انقلش', 'عربي']",[],https://twitter.com/translator2211/status/1587066600859078656,False,,0,,,,,,,,[],,,,
1587063187110764546,1587063187110764546,2022-10-31 14:45:24 Egypt Standard Time,2022-10-31,14:45:24,+0200,1192103340748017666,30amoona,am.Kw 💜,,#السناب #تاسيس #عربي #اجليزي #رياضيات  https://t.co/Js6OKtsutR,qme,[],[],"['https://pbs.twimg.com/media/FgZhjUkXwAA263u.jpg', 'https://pbs.twimg.com/media/FgZhjUhWYAATeoJ.jpg']",0,0,1,"['السناب', 'تاسيس', 'عربي', 'اجليزي', 'رياضيات']",[],https://twitter.com/30Amoona/status/1587063187110764546,False,,1,https://pbs.twimg.com/media/FgZhjUkXwAA263u.jpg,,,,,,,[],,,,
1587060606238167042,1587060606238167042,2022-10-31 14:35:09 Egypt Standard Time,2022-10-31,14:35:09,+0200,1565319328093949953,fpxfxf,فحل نار,,اح اح وين؟ المتزوجـةة؟ وتبي؟ امتعَِعها؟🔥 لحسٌ_سكُسٰ نـٰيك_سعودية سكْس_فوْن مقاطعَ_مولعْة ممحونَه_مسْاج sexَ_افلامِ سكـ س #عربي  https://t.co/UuKpES4uJR,ar,[],[],[],3,0,5,['عربي'],[],https://twitter.com/fpxfxf/status/1587060606238167042,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1587060535228506113/pu/img/q14Hm1yw41J_B7vM.jpg,,,,,,,[],,,,
